Champion_Season,Following_Season,Champion,3PA_ChampValue,3PA_CurrentAvg,3PA_NextAvg,3PA_CurrentDist,3PA_NextDist,3PA_MovedToward,3PA_Change,Pace_ChampValue,Pace_CurrentAvg,Pace_NextAvg,Pace_CurrentDist,Pace_NextDist,Pace_MovedToward,Pace_Change,ORtg_ChampValue,ORtg_CurrentAvg,ORtg_NextAvg,ORtg_CurrentDist,ORtg_NextDist,ORtg_MovedToward,ORtg_Change,DRtg_ChampValue,DRtg_CurrentAvg,DRtg_NextAvg,DRtg_CurrentDist,DRtg_NextDist,DRtg_MovedToward,DRtg_Change,eFG%_ChampValue,eFG%_CurrentAvg,eFG%_NextAvg,eFG%_CurrentDist,eFG%_NextDist,eFG%_MovedToward,eFG%_Change,TS%_ChampValue,TS%_CurrentAvg,TS%_NextAvg,TS%_CurrentDist,TS%_NextDist,TS%_MovedToward,TS%_Change
1996-97,1997-98,Chicago Bulls,17.1,16.79310344827586,12.713793103448273,0.3068965517241402,4.3862068965517285,False,-4.079310344827588,91.5,91.55344827586205,91.77620689655173,0.0534482758620527,0.27620689655172725,False,0.22275862068967456,112.4,105.0103448275862,103.35172413793104,7.389655172413811,9.048275862068962,False,-1.6586206896551516,100.7,104.97931034482757,103.29655172413793,4.2793103448275644,2.5965517241379246,True,-1.6827586206896399,0.511,0.4932413793103449,0.47831034482758616,0.017758620689655114,0.032689655172413845,False,-0.014931034482758732,0.547,0.535896551724138,0.5237586206896552,0.011103448275862071,0.023241379310344867,False,-0.012137931034482796
1997-98,1998-99,Chicago Bulls,11.7,12.713793103448273,13.165517241379312,1.0137931034482737,1.4655172413793132,False,0.4517241379310395,90.3,91.77620689655173,90.4903448275862,1.47620689655173,0.19034482758620186,True,-1.2858620689655282,106.2,103.35172413793104,100.4448275862069,2.8482758620689594,5.755172413793105,False,-2.906896551724145,98.4,103.29655172413793,100.40344827586206,4.896551724137922,2.0034482758620555,True,-2.893103448275866,0.473,0.47831034482758616,0.46589655172413785,0.005310344827586189,0.007103448275862123,False,-0.012413793103448312,0.516,0.5237586206896552,0.5118275862068965,0.00775862068965516,0.004172413793103513,True,-0.011931034482758673
1998-99,1999-00,San Antonio Spurs,10.4,13.165517241379312,13.717241379310344,2.765517241379312,3.317241379310344,False,0.551724137931032,89.88,90.4903448275862,94.65310344827586,0.6103448275862036,4.773103448275862,False,4.162758620689658,102.7,100.4448275862069,102.33793103448274,2.2551724137931046,0.36206896551726686,True,1.8931034482758378,93.6,100.40344827586206,102.32758620689654,6.803448275862067,8.727586206896547,False,1.9241379310344797,0.479,0.46589655172413785,0.4783448275862069,0.013103448275862128,0.0006551724137930925,True,0.012448275862069036,0.523,0.5118275862068965,0.5229310344827587,0.01117241379310352,6.896551724133726e-05,True,0.011103448275862182
1999-00,2000-01,Los Angeles Lakers,12.8,13.717241379310344,13.706896551724139,0.9172413793103438,0.9068965517241381,True,-0.010344827586205696,95.04,94.65310344827586,92.58413793103446,0.38689655172414916,2.455862068965544,False,-2.068965517241395,105.4,102.33793103448274,101.55517241379312,3.0620689655172697,3.8448275862068897,False,-0.78275862068962,96.4,102.32758620689654,101.54482758620689,5.927586206896535,5.144827586206887,True,-0.7827586206896484,0.484,0.4783448275862069,0.4730689655172414,0.005655172413793097,0.010931034482758561,False,-0.0052758620689654645,0.525,0.5229310344827587,0.5180344827586206,0.002068965517241339,0.006965517241379393,False,-0.004896551724138054
2000-01,2001-02,Los Angeles Lakers,15.5,13.706896551724139,14.755172413793105,1.7931034482758612,0.7448275862068954,True,1.0482758620689658,92.9,92.58413793103446,91.95724137931032,0.3158620689655436,0.9427586206896876,False,-0.626896551724144,107.0,101.55517241379312,103.09310344827587,5.444827586206884,3.906896551724131,True,1.537931034482753,103.6,101.54482758620689,103.1103448275862,2.055172413793102,0.48965517241379075,True,1.565517241379311,0.498,0.4730689655172414,0.4770344827586207,0.024931034482758574,0.020965517241379295,True,0.003965517241379279,0.535,0.5180344827586206,0.5202758620689656,0.016965517241379402,0.014724137931034442,True,0.0022413793103449597
2001-02,2002-03,Los Angeles Lakers,17.5,14.755172413793105,14.675862068965516,2.7448275862068954,2.8241379310344836,False,-0.07931034482758825,93.32,91.95724137931032,92.30034482758623,1.3627586206896751,1.0196551724137635,True,0.34310344827591166,108.0,103.09310344827587,102.16206896551725,4.906896551724131,5.83793103448275,False,-0.9310344827586192,100.4,103.1103448275862,102.15862068965517,2.710344827586198,1.7586206896551602,True,-0.9517241379310377,0.498,0.4770344827586207,0.4737586206896552,0.020965517241379295,0.024241379310344813,False,-0.0032758620689655182,0.534,0.5202758620689656,0.5191724137931035,0.013724137931034441,0.014827586206896504,False,-0.0011034482758620623
2002-03,2003-04,San Antonio Spurs,15.5,14.675862068965516,14.920689655172414,0.8241379310344836,0.5793103448275865,True,0.24482758620689715,91.46,92.30034482758623,91.45,0.840344827586236,0.009999999999990905,True,-0.8503448275862269,103.9,102.16206896551725,101.39310344827587,1.7379310344827559,2.5068965517241395,False,-0.7689655172413836,98.1,102.15862068965517,101.37241379310348,4.0586206896551715,3.272413793103482,True,-0.7862068965516897,0.497,0.4737586206896552,0.4710344827586207,0.023241379310344812,0.0259655172413793,False,-0.002724137931034487,0.541,0.5191724137931035,0.5161034482758621,0.02182758620689651,0.02489655172413796,False,-0.003068965517241451
2003-04,2004-05,Detroit Pistons,11.8,14.920689655172414,15.75,3.120689655172413,3.9499999999999993,False,0.8293103448275865,89.34,91.45,92.27433333333335,2.1099999999999994,2.934333333333342,False,0.8243333333333425,100.3,101.39310344827587,104.50666666666669,1.093103448275869,4.206666666666692,False,3.113563218390823,93.9,101.37241379310348,104.51000000000002,7.47241379310347,10.610000000000014,False,3.137586206896543,0.461,0.4710344827586207,0.48223333333333324,0.010034482758620678,0.021233333333333215,False,0.011198850574712538,0.511,0.5161034482758621,0.5294000000000001,0.005103448275862066,0.018400000000000083,False,0.013296551724138017
2004-05,2005-06,San Antonio Spurs,17.0,15.75,15.983333333333336,1.25,1.016666666666664,True,0.23333333333333606,89.96,92.27433333333335,91.70466666666667,2.3143333333333516,1.7446666666666744,True,-0.5696666666666772,106.1,104.50666666666669,104.85666666666667,1.5933333333333053,1.2433333333333252,True,0.3499999999999801,97.8,104.51000000000002,104.84666666666665,6.710000000000022,7.046666666666653,False,0.3366666666666305,0.492,0.48223333333333324,0.48979999999999996,0.009766666666666757,0.0022000000000000353,True,0.0075666666666667215,0.534,0.5294000000000001,0.5355333333333333,0.0045999999999999375,0.0015333333333332755,True,0.006133333333333213
2005-06,2006-07,Miami Heat,17.6,15.983333333333336,16.939999999999998,1.6166666666666654,0.6600000000000037,True,0.9566666666666617,92.56,91.70466666666667,92.931,0.8553333333333342,0.3709999999999951,True,1.2263333333333293,107.5,104.85666666666667,105.27666666666664,2.643333333333331,2.2233333333333576,True,0.4199999999999733,103.4,104.84666666666665,105.26333333333334,1.4466666666666441,1.8633333333333297,False,0.4166666666666856,0.517,0.48979999999999996,0.4961666666666667,0.027200000000000057,0.020833333333333315,True,0.006366666666666743,0.556,0.5355333333333333,0.5414333333333334,0.020466666666666744,0.014566666666666617,True,0.005900000000000127
